row_id,disruption_label,day_of_week,month,quarter,week_of_year,is_weekend,covid_period,days_since_last_disruption,rolling_7d_avg_delay,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Inventory_Level,Temperature,Humidity,Waiting_Time,Asset_Utilization,Demand_Forecast
29,0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.73333335,0.38,7.8,5.51,1417.26,2054.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7096774,0.24,8.3,2.02,45898.6,6730.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6875,0.24,5.9,3.81,9841.26,1443.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.6666667,0.28,10.0,3.11,66872.96,9499.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.64705884,0.85,7.2,5.35,81857.88,8045.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.62857145,0.6,4.6,4.23,1380.0,1725.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.6111111,0.44,9.5,3.51,4461.84,6197.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.5945946,0.27,7.7,3.36,31642.05,4530.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.92105263,0.59,6.2,4.6,53078.64,2529.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,0.8974359,0.61,1.6,3.52,1009.47,1254.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,6.0,1.0,1.0,1.0,1.0,0.0,2.0,1.175,0.73,9.2,3.13,7715.81,5575.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,1.1463414,0.16,1.8,2.78,1107.22,1909.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0,6.0,1.0,1.0,1.0,1.0,0.0,2.0,1.1190476,0.14,1.0,2.9,582.54,1022.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0930233,0.67,0.7,3.89,3071.13,3678.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0681819,0.6,4.2,3.57,40145.6,4562.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0444444,0.78,0.6,5.85,4927.04,5536.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0217391,0.32,3.5,3.43,2523.18,3823.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2553191,0.55,3.3,4.13,6048.72,3252.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2291666,0.86,5.0,3.99,129634.56,7680.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2040817,0.58,2.1,3.44,4313.4,5460.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.18,0.4,0.4,2.32,4781.0,6830.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1568627,0.71,7.5,4.94,7750.57,9065.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1346154,0.57,7.3,1.57,7049.3,8980.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1132076,0.37,5.1,2.89,1709.76,2496.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0925926,0.51,5.5,4.67,2257.45,2990.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0727273,0.76,3.6,2.42,3894.88,4426.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.25,0.18,7.1,2.86,46618.97,2993.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2280701,0.44,0.8,3.28,6440.4,8945.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2068965,0.81,4.8,0.97,4759.4,5259.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1864407,0.27,9.1,2.92,5517.52,8689.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1666666,0.65,9.1,3.84,6356.62,7705.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1475409,0.11,8.3,0.76,247.53,446.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1290323,0.75,2.6,1.79,4025.88,4601.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.3809524,0.36,2.4,4.59,7211.26,6628.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.359375,0.72,3.2,1.99,1726.88,2008.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.3384615,0.39,0.4,3.35,3466.66,4988.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.3181819,0.7,7.9,6.65,2161.55,2543.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2985075,0.5,2.2,3.61,6450.75,8601.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2794118,0.84,7.3,0.9,8264.36,8983.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2608696,0.14,2.9,3.62,5380.23,9439.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2428571,0.59,2.3,1.69,721.86,908.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2253522,0.26,0.1,4.37,3965.22,6294.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.2083334,0.79,6.7,1.87,6351.82,7097.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1917808,0.17,8.3,4.29,5679.76,9709.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1756756,0.29,4.2,4.28,222.53,345.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
74,1,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.4375,0.28,1.6,5.3,104613.7,9006.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.4153847,0.3,7.0,4.07,6237.4,9596.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.3939394,0.52,2.9,5.81,35312.64,4224.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.3731344,0.88,8.6,2.46,1217.3,1295.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.3529412,0.2,4.6,4.69,2665.2,4442.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.3333334,0.26,0.6,3.56,902.16,1432.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.3142858,0.8,9.5,4.38,5735.7,6373.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.2957747,0.22,9.0,3.76,5670.56,9296.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1475409,0.16,5.0,4.55,3069.94,5293.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1290323,0.11,9.9,1.95,4957.82,8933.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.1111112,0.36,2.6,2.31,459.68,676.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.09375,0.66,5.5,4.58,4209.76,5072.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0769231,0.17,0.1,1.16,1848.01,3159.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.060606,0.35,6.7,3.1,5134.73,7607.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0447761,0.76,8.1,4.31,8208.64,9328.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0294118,0.56,3.7,3.53,1645.8,2110.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0144928,0.23,5.1,4.93,5726.27,9311.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.3,1.8,1.55,5649.15,8691.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.9859155,0.46,6.9,2.01,5556.03,7611.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.9722222,0.5,9.3,2.81,2695.5,3594.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.9589041,0.38,1.3,3.08,5237.79,7591.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.9459459,0.74,7.8,4.39,1018.77,1171.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.93333334,0.59,5.9,3.18,1522.42,1915.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.92105263,0.62,7.7,2.15,4306.77,5317.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.90909094,0.62,1.1,3.64,2542.59,3139.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.8974359,0.7,4.4,2.01,7564.15,8899.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.886076,0.12,2.8,4.65,10736.88,1743.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.875,0.16,1.2,3.69,1679.68,2896.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.86419755,0.21,4.3,4.01,6894.58,1036.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.85365856,0.65,2.4,1.78,3762.82,4561.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.9589041,0.83,5.2,1.85,3649.02,3988.0,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.9459459,0.47,3.3,2.74,5151.61,7009.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.93333334,0.34,8.4,1.33,4582.8,6840.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.92105263,0.23,4.1,2.61,2892.34,4703.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.90909094,0.16,4.5,5.38,3414.46,5887.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.8974359,0.52,8.9,3.63,5624.0,7400.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.886076,0.75,9.2,1.91,8190.0,9360.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.875,0.14,7.3,3.69,4151.88,7284.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.86419755,0.4,4.9,2.73,2127.3,3039.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.85365856,0.88,6.9,2.55,2743.86,2919.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.8433735,0.46,7.0,2.37,66608.85,8295.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.8333333,0.72,0.4,2.81,1194.54,1389.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.87058824,0.76,1.2,3.05,4687.06,4842.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.8604651,0.3,9.0,1.94,1760.85,2709.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.85057473,0.7,1.0,4.23,1703.4,2004.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.84090906,0.85,4.0,4.26,8852.25,9570.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.83146065,0.8,4.0,5.4,6528.6,7254.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.82222223,0.12,6.2,1.74,34625.36,5621.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.8131868,0.22,4.9,2.13,5497.93,9013.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.8043478,0.27,2.3,4.63,580.39,914.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0,5.0,1.0,1.0,2.0,1.0,0.0,2.0,0.79569894,0.45,6.8,4.23,6274.15,8654.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.5833333,0.46,5.4,4.11,6204.27,8499.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.5764706,0.64,8.3,3.95,31957.86,3543.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.5697674,0.44,9.5,0.98,12870.0,1625.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
128,1,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.6091954,0.38,10.0,3.96,2592.74,3416.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.7386364,0.46,2.4,2.9,2818.38,2413.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.7303371,0.4,2.2,4.16,1916.6,2738.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
131,1,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.8333333,0.87,4.9,3.6,5683.31,3799.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.82417583,0.79,6.1,3.89,89707.64,9112.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.8152174,0.28,9.4,3.66,3229.44,5046.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.8064516,0.32,4.1,5.02,2669.7,4045.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.79787236,0.82,7.1,3.08,5040.49,5539.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.7894737,0.66,1.6,4.67,8046.85,9695.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.78125,0.64,4.4,3.09,776.54,947.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0,6.0,1.0,1.0,2.0,1.0,0.0,1.0,0.77319586,0.48,5.8,2.41,4524.36,6114.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.7,0.31,2.8,2.65,1353.88,2067.0,24.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.6923077,0.48,5.1,4.45,6025.08,8142.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.6847826,0.1,3.7,5.23,40885.9,6758.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.67741936,0.53,9.8,4.32,323.6,423.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.67021275,0.71,9.3,3.45,3110.49,3638.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.6631579,0.83,0.2,2.69,3615.16,3951.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.65625,0.85,2.3,2.17,793.65,858.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.7010309,0.86,0.6,4.15,4160.54,4067.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
147,1,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.8061224,0.52,4.2,2.53,9428.86,7754.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
