Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,source,Order_ID,Order_Date,Origin_City,Destination_City,Route_Type,Transportation_Mode,Product_Category,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Delivery_Status,Disruption_Event,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Mitigation_Action_Taken
2024-10-30 17:52:03,Truck_4,-34.5353,-40.8617,391.0,Delayed,21.6,72.5,Clear,58.0,298.0,7.0,Traffic,61.5,170.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-15 15:42:02,Truck_7,-8.7105,-17.8347,344.0,Delayed,21.4,53.5,Detour,23.0,461.0,9.0,,93.4,106.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-19 06:42:30,Truck_5,14.6629,116.0696,409.0,Delayed,27.5,66.6,Detour,29.0,492.0,3.0,,72.6,204.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-04-28 21:23:34,Truck_10,75.7743,108.9425,457.0,In Transit,25.5,75.9,Clear,21.0,315.0,3.0,Traffic,83.4,248.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-06 20:00:26,Truck_5,50.3419,108.5647,207.0,Delivered,29.3,59.4,Detour,31.0,174.0,5.0,Mechanical Failure,65.9,195.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-20 16:38:07,Truck_8,-6.6729,132.6727,155.0,Delivered,19.4,53.2,Heavy,20.0,152.0,1.0,Mechanical Failure,99.3,235.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-07 09:13:28,Truck_6,-74.1751,-102.7331,314.0,Delivered,19.9,64.8,Detour,57.0,396.0,10.0,Weather,78.6,135.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-09-25 15:12:12,Truck_10,-33.2264,169.6187,156.0,In Transit,27.2,74.4,Clear,35.0,354.0,2.0,Weather,63.1,282.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-11 13:30:18,Truck_2,-34.4469,93.1585,119.0,In Transit,28.1,72.4,Detour,41.0,176.0,2.0,,60.9,238.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-20 11:22:13,Truck_3,-13.511,141.8454,112.0,In Transit,19.7,76.6,Detour,22.0,121.0,3.0,Traffic,80.9,262.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-25 02:26:25,Truck_3,-22.427,108.2306,435.0,Delivered,25.8,78.6,Heavy,22.0,220.0,7.0,Traffic,90.8,101.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-25 00:01:12,Truck_9,43.3353,-12.0683,422.0,Delivered,20.0,62.9,Heavy,14.0,184.0,9.0,Traffic,64.0,248.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-05-02 02:33:56,Truck_4,-66.7517,161.45,353.0,In Transit,20.5,52.0,Heavy,26.0,392.0,7.0,Traffic,76.4,155.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-10 00:04:40,Truck_8,-65.7349,-173.3011,299.0,Delayed,23.9,50.1,Heavy,17.0,315.0,6.0,,88.3,252.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-05-13 03:20:21,Truck_1,-55.4768,18.2551,261.0,Delayed,22.5,78.4,Clear,41.0,209.0,6.0,Mechanical Failure,71.8,240.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-02 08:32:47,Truck_8,5.9179,74.8254,425.0,Delayed,19.3,51.1,Heavy,39.0,235.0,9.0,Mechanical Failure,88.3,242.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-12 06:23:27,Truck_7,49.3929,-47.5805,369.0,Delivered,26.3,52.1,Detour,48.0,104.0,7.0,,66.7,220.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-04-24 06:17:22,Truck_10,80.3158,70.765,223.0,Delayed,24.0,60.2,Heavy,45.0,292.0,6.0,Weather,78.4,205.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-06 19:05:13,Truck_2,-19.8847,42.5062,200.0,Delivered,28.1,72.1,Detour,28.0,129.0,9.0,,74.3,134.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-04-30 11:53:17,Truck_9,5.4555,-147.5455,466.0,In Transit,26.1,72.1,Detour,54.0,475.0,9.0,Mechanical Failure,83.4,222.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-09-19 22:53:51,Truck_8,-19.2577,66.744,474.0,In Transit,27.7,71.2,Heavy,50.0,311.0,3.0,Mechanical Failure,91.6,266.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-22 15:08:14,Truck_6,-79.0792,-16.3423,490.0,Delivered,23.1,75.2,Heavy,14.0,460.0,7.0,,87.8,261.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-15 05:45:04,Truck_5,-1.6787,3.2441,126.0,Delivered,29.6,67.6,Detour,19.0,201.0,9.0,Weather,84.1,255.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-16 11:17:42,Truck_7,-8.2431,-12.4959,164.0,In Transit,18.2,76.4,Clear,45.0,466.0,7.0,,98.1,196.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-28 11:40:55,Truck_2,-30.0701,135.6396,477.0,Delayed,19.2,79.4,Clear,12.0,310.0,5.0,Mechanical Failure,63.7,129.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-04 18:55:58,Truck_5,61.8444,107.4835,245.0,In Transit,24.2,56.9,Detour,39.0,379.0,2.0,Traffic,66.4,183.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-09 02:12:54,Truck_5,40.784,77.2346,172.0,Delayed,25.2,67.6,Clear,40.0,274.0,7.0,Weather,66.3,170.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-01 23:54:16,Truck_7,-68.3515,158.251,206.0,Delayed,20.7,77.5,Clear,15.0,308.0,2.0,Mechanical Failure,63.9,209.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-22 13:26:02,Truck_6,-33.8378,73.3221,310.0,In Transit,18.7,54.7,Clear,52.0,232.0,9.0,Traffic,72.6,113.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-27 15:50:46,Truck_2,69.6609,38.4464,225.0,Delivered,19.0,63.0,Heavy,17.0,282.0,6.0,Weather,99.6,265.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-09-05 14:12:00,Truck_3,20.8843,1.3947,303.0,Delayed,20.7,70.6,Clear,47.0,143.0,10.0,,98.1,123.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-11 22:09:53,Truck_1,-14.8081,-177.3003,237.0,Delayed,20.7,78.3,Heavy,35.0,491.0,2.0,,80.7,189.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-05-01 22:26:11,Truck_6,0.0414,-130.6505,172.0,Delivered,18.2,79.9,Clear,46.0,258.0,3.0,Mechanical Failure,60.1,154.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-26 20:19:01,Truck_9,-79.9146,-3.8554,214.0,In Transit,21.7,77.0,Heavy,47.0,187.0,10.0,,97.4,175.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-09 01:16:43,Truck_3,76.4465,173.1493,330.0,Delayed,24.0,52.9,Heavy,14.0,425.0,1.0,Mechanical Failure,89.8,289.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-29 21:04:08,Truck_5,-15.6005,-92.1974,130.0,Delivered,18.1,78.3,Heavy,39.0,424.0,9.0,Traffic,92.3,143.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-23 12:47:34,Truck_2,67.396,170.1537,364.0,Delayed,26.9,67.8,Clear,55.0,467.0,7.0,Weather,95.2,128.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-10-17 13:22:31,Truck_8,33.6179,-67.2758,430.0,Delayed,26.4,68.4,Heavy,16.0,277.0,8.0,,71.9,137.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-11 07:07:27,Truck_8,-50.8174,-40.3409,187.0,In Transit,18.6,67.7,Clear,12.0,375.0,5.0,,85.4,140.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-11 16:57:48,Truck_5,50.2709,125.6915,323.0,Delayed,28.3,61.2,Detour,52.0,139.0,4.0,Weather,72.4,127.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-10 01:05:25,Truck_9,-73.8211,3.187,386.0,Delivered,26.6,78.2,Detour,19.0,456.0,7.0,Traffic,87.6,290.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-17 07:59:24,Truck_9,79.1172,178.4934,422.0,Delayed,19.6,53.3,Heavy,40.0,205.0,5.0,Weather,86.1,242.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-25 01:52:28,Truck_9,27.4253,90.1386,433.0,Delayed,24.0,77.8,Clear,37.0,173.0,9.0,Weather,89.6,143.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-04-17 20:13:18,Truck_9,67.9086,-140.0283,318.0,Delivered,26.0,77.4,Clear,19.0,314.0,2.0,,70.2,250.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-10-09 18:26:11,Truck_9,-72.8958,129.8921,176.0,In Transit,22.6,73.3,Heavy,37.0,154.0,4.0,Mechanical Failure,91.4,169.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-27 17:17:47,Truck_4,-58.6802,-62.7474,125.0,Delayed,23.4,57.6,Heavy,23.0,191.0,2.0,Traffic,72.0,241.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-12 02:49:27,Truck_6,64.0395,-151.7045,336.0,In Transit,27.4,58.9,Detour,49.0,100.0,10.0,Weather,70.7,236.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-02 21:19:46,Truck_7,-24.1402,-168.6013,244.0,Delivered,21.3,73.8,Heavy,39.0,229.0,7.0,,98.1,197.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-29 15:12:54,Truck_4,72.8574,179.01,391.0,In Transit,20.5,71.2,Detour,12.0,112.0,7.0,,78.3,267.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-17 23:47:15,Truck_6,7.3575,86.6442,425.0,Delivered,24.2,54.6,Detour,32.0,193.0,3.0,Weather,69.9,260.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-25 10:39:09,Truck_5,68.9594,-123.5048,403.0,In Transit,26.9,60.6,Clear,50.0,418.0,1.0,Traffic,67.8,182.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-04 18:22:32,Truck_4,14.9079,50.1606,438.0,Delayed,26.5,69.3,Heavy,34.0,378.0,5.0,Weather,88.7,256.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-19 05:23:55,Truck_1,66.2353,10.8345,339.0,In Transit,26.8,64.5,Detour,24.0,235.0,6.0,Traffic,69.3,212.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-20 01:25:23,Truck_9,70.1899,-65.6792,203.0,In Transit,18.0,68.9,Heavy,19.0,370.0,3.0,Traffic,74.4,254.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-18 11:16:58,Truck_4,51.4539,-20.8253,313.0,Delivered,23.6,65.2,Clear,49.0,137.0,6.0,,100.0,122.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-10 08:40:26,Truck_2,-39.88,55.1792,261.0,Delivered,27.1,67.3,Detour,35.0,496.0,2.0,Weather,71.3,264.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-20 08:11:14,Truck_8,-17.2355,-130.6915,179.0,In Transit,28.5,51.0,Detour,12.0,354.0,3.0,Weather,92.8,225.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-18 02:23:25,Truck_6,-44.2576,-86.5073,442.0,In Transit,18.3,50.3,Clear,56.0,469.0,2.0,,96.3,192.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-20 16:18:37,Truck_5,19.9257,116.0526,291.0,Delivered,28.5,54.6,Heavy,14.0,316.0,7.0,,77.5,288.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-06 07:40:41,Truck_5,-47.2094,15.6324,348.0,Delivered,28.2,68.3,Clear,22.0,415.0,4.0,Traffic,67.4,204.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-14 15:09:01,Truck_6,-58.4249,-57.6609,454.0,In Transit,23.7,51.9,Clear,51.0,232.0,7.0,Weather,78.7,172.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-15 12:01:25,Truck_1,-20.0696,-73.2689,486.0,Delivered,29.1,78.4,Clear,21.0,158.0,7.0,,62.6,243.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-05-18 10:00:52,Truck_10,-36.8549,164.7618,483.0,In Transit,29.2,65.0,Heavy,57.0,167.0,8.0,Mechanical Failure,96.8,245.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-17 02:02:28,Truck_4,-86.6609,-128.0354,472.0,Delivered,23.5,72.0,Clear,59.0,485.0,3.0,Weather,67.2,248.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-22 20:11:57,Truck_5,-53.3732,-99.637,186.0,In Transit,18.9,70.5,Clear,38.0,344.0,1.0,Traffic,95.6,252.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-09-12 08:00:47,Truck_6,-58.7963,-150.4122,366.0,In Transit,22.8,66.7,Clear,39.0,219.0,7.0,Traffic,91.0,211.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-09 21:54:31,Truck_5,-46.1616,-46.6401,359.0,Delivered,23.0,71.7,Detour,50.0,486.0,10.0,Traffic,64.0,169.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-04-19 02:50:29,Truck_7,33.8716,36.8753,422.0,Delayed,26.5,75.0,Heavy,39.0,100.0,6.0,,67.2,127.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-09-30 11:18:34,Truck_6,35.7136,-23.1356,209.0,In Transit,24.9,76.8,Clear,51.0,214.0,2.0,Mechanical Failure,86.5,156.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-22 16:43:42,Truck_5,36.3858,-107.3894,324.0,Delayed,20.7,77.5,Heavy,39.0,387.0,1.0,,69.1,138.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-10-15 04:02:56,Truck_7,26.6125,25.4788,199.0,In Transit,27.4,57.1,Heavy,28.0,383.0,6.0,,61.9,105.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-18 19:01:30,Truck_5,-84.8915,57.5714,213.0,Delayed,27.7,58.1,Clear,41.0,267.0,7.0,Mechanical Failure,60.9,254.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-09 17:12:12,Truck_4,-49.6846,-63.2892,257.0,Delayed,23.1,59.1,Clear,56.0,451.0,3.0,Weather,93.8,248.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-10-30 02:01:46,Truck_5,14.7474,-2.5245,475.0,In Transit,22.2,79.4,Detour,25.0,268.0,3.0,Weather,60.3,151.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-23 03:05:18,Truck_7,-8.6011,-63.1274,377.0,In Transit,22.7,75.5,Clear,59.0,445.0,7.0,,99.1,272.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-19 17:13:42,Truck_2,67.2149,117.9203,456.0,Delayed,26.4,51.4,Heavy,23.0,100.0,1.0,Weather,94.2,105.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-04-30 12:39:49,Truck_1,-11.3392,-69.3395,106.0,Delayed,18.3,65.9,Heavy,53.0,244.0,2.0,Traffic,99.5,125.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-15 03:53:36,Truck_10,26.3763,157.0905,234.0,Delayed,29.1,65.3,Clear,19.0,432.0,3.0,Weather,92.7,214.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-21 14:56:42,Truck_8,-13.469,75.3408,390.0,Delayed,19.5,79.2,Heavy,26.0,366.0,4.0,Mechanical Failure,69.4,217.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-09-27 18:08:16,Truck_4,-11.2424,-4.5638,203.0,Delivered,20.4,78.3,Detour,21.0,187.0,5.0,,87.9,262.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-17 08:35:02,Truck_6,62.6559,18.8474,297.0,Delayed,23.1,59.4,Detour,29.0,268.0,10.0,Traffic,71.2,151.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-05-03 03:34:28,Truck_9,60.8032,-179.5906,238.0,In Transit,25.0,75.8,Heavy,26.0,330.0,9.0,Weather,99.2,165.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-05 00:54:47,Truck_4,-10.0451,79.8956,126.0,Delivered,28.2,54.5,Detour,35.0,320.0,4.0,Mechanical Failure,93.7,136.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-14 09:22:40,Truck_2,17.6483,114.2638,455.0,Delivered,22.9,79.6,Detour,51.0,410.0,9.0,Weather,84.9,233.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-17 21:06:05,Truck_4,-51.9233,-57.5858,220.0,Delayed,29.4,52.4,Clear,18.0,468.0,9.0,Mechanical Failure,63.1,137.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-06 11:17:28,Truck_5,22.3898,3.8948,403.0,In Transit,22.5,62.5,Clear,38.0,225.0,3.0,Weather,81.4,169.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-05-10 22:14:19,Truck_10,86.3368,29.4478,448.0,Delayed,23.4,59.9,Detour,41.0,120.0,10.0,Weather,70.8,150.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-23 18:56:11,Truck_5,-14.6662,-88.3674,168.0,In Transit,22.4,57.9,Heavy,43.0,377.0,4.0,Mechanical Failure,71.1,140.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-06 08:28:02,Truck_7,-71.9057,-41.4314,409.0,Delivered,18.0,53.5,Heavy,47.0,153.0,9.0,,74.1,117.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-09-16 10:08:52,Truck_2,54.8888,7.4287,469.0,In Transit,20.7,70.4,Clear,31.0,335.0,7.0,Traffic,86.1,298.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-26 12:56:30,Truck_5,-89.7915,85.8036,305.0,In Transit,20.5,71.2,Detour,44.0,302.0,10.0,Weather,71.9,141.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-29 06:34:32,Truck_5,39.9088,71.9595,219.0,Delayed,26.6,79.8,Heavy,46.0,245.0,1.0,,70.5,202.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-02 19:16:49,Truck_8,30.7119,111.5767,167.0,Delayed,23.8,71.6,Clear,55.0,416.0,8.0,Traffic,60.7,263.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-08 10:07:24,Truck_4,5.7076,-79.9256,100.0,Delayed,24.1,50.9,Detour,39.0,340.0,4.0,,96.9,274.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-08-17 07:05:15,Truck_9,69.0509,91.848,321.0,In Transit,25.4,53.8,Clear,24.0,340.0,5.0,Traffic,84.6,223.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-27 04:09:11,Truck_7,52.7828,176.0671,244.0,Delivered,23.6,64.9,Clear,24.0,145.0,4.0,Mechanical Failure,67.6,285.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-13 00:55:11,Truck_9,42.967,146.1358,281.0,Delivered,18.4,74.6,Detour,41.0,419.0,6.0,,69.1,242.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-10-26 21:55:21,Truck_7,-11.9943,-126.8743,301.0,Delivered,18.3,60.0,Detour,42.0,243.0,3.0,Mechanical Failure,99.0,273.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-19 05:42:50,Truck_8,60.5903,-90.0415,437.0,In Transit,25.5,73.2,Clear,59.0,310.0,2.0,,83.9,228.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-10-23 14:15:25,Truck_7,-23.2982,143.8634,253.0,In Transit,22.8,78.7,Clear,49.0,180.0,3.0,Weather,74.0,296.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-01-18 08:34:25,Truck_2,-34.2189,-36.6288,491.0,Delivered,25.5,50.3,Heavy,18.0,111.0,1.0,Weather,97.1,100.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-15 11:42:39,Truck_3,19.545,73.0968,172.0,Delayed,22.8,60.4,Detour,38.0,187.0,9.0,Weather,83.3,106.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-01 16:37:53,Truck_7,33.3351,-103.926,252.0,Delayed,24.4,72.3,Detour,54.0,156.0,6.0,Mechanical Failure,86.8,225.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-06-11 08:04:09,Truck_4,-63.2064,30.0818,118.0,Delayed,21.8,52.1,Clear,19.0,421.0,8.0,Mechanical Failure,99.1,284.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-03 15:08:44,Truck_4,83.2858,-66.1069,179.0,Delayed,25.0,71.1,Detour,60.0,325.0,1.0,Weather,66.8,226.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-02-05 00:41:30,Truck_6,-23.2424,18.6206,119.0,Delivered,25.9,77.7,Clear,38.0,189.0,7.0,Weather,79.3,149.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-03-12 03:54:06,Truck_5,-89.0793,130.3362,221.0,Delayed,22.8,76.1,Detour,35.0,233.0,4.0,,61.5,281.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-11-17 06:38:26,Truck_7,-11.2908,-105.2515,261.0,Delayed,24.5,74.2,Detour,36.0,201.0,10.0,Mechanical Failure,67.0,226.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-07-30 10:23:03,Truck_5,0.3773,-13.6838,226.0,Delivered,25.4,73.7,Detour,46.0,138.0,8.0,Traffic,75.5,298.0,0.0,smart_logistics,,,,,,,,,,,,,,,,,,,
2024-12-07 16:11:00,Truck_10,-7.77,163.5958,226.0,In Transit,21.1,56.1,Heavy,50.0,160.0,5.0,,77.3,174.0,1.0,smart_logistics,,,,,,,,,,,,,,,,,,,
